#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 3.4663596 10.0 1.0 false
<e> null grassObject grassObjAtlas 760.0 -23.090332 470.0 1.1534154 true
<e> null grassObject grassObjAtlas 765.0 -20.119812 470.0 2.8613095 true
<e> null grassObject grassObjAtlas 765.0 -20.119812 470.0 2.8613095 true
<e> null grassObject grassObjAtlas 770.0 -17.566492 470.0 2.3790467 true
<e> null grassObject grassObjAtlas 770.0 -17.566492 470.0 2.3790467 true
<e> null grassObject grassObjAtlas 775.0 -15.174517 470.0 2.2034535 true
<e> null grassObject grassObjAtlas 775.0 -15.174517 470.0 2.2034535 true
<e> null grassObject grassObjAtlas 780.0 -12.919338 470.0 1.1187543 true
<e> null grassObject grassObjAtlas 780.0 -12.919338 470.0 1.1187543 true
<e> null grassObject grassObjAtlas 785.0 -10.93193 470.0 1.6319928 true
<e> null grassObject grassObjAtlas 785.0 -10.93193 470.0 1.6319928 true
<e> null grassObject grassObjAtlas 790.0 -8.736797 470.0 1.2631522 true
<e> null grassObject grassObjAtlas 790.0 -8.736797 470.0 1.2631522 true
<e> null grassObject grassObjAtlas 795.0 -7.212632 470.0 2.905476 true
<e> null grassObject grassObjAtlas 795.0 -7.212632 470.0 2.905476 true
<e> null grassObject grassObjAtlas 0.0 14.070879 475.0 2.2498112 true
<e> null grassObject grassObjAtlas 0.0 14.070879 475.0 2.2498112 true
<e> null grassObject grassObjAtlas 5.0 14.7901945 475.0 1.174829 true
<e> null grassObject grassObjAtlas 5.0 14.7901945 475.0 1.174829 true
<e> null grassObject grassObjAtlas 10.0 14.872378 475.0 2.1065807 true
<e> null grassObject grassObjAtlas 10.0 14.872378 475.0 2.1065807 true
<e> null grassObject grassObjAtlas 15.0 13.344168 475.0 2.7920675 true
<e> null grassObject grassObjAtlas 15.0 13.344168 475.0 2.7920675 true
<e> null grassObject grassObjAtlas 20.0 10.896416 475.0 2.000376 true
<e> null grassObject grassObjAtlas 20.0 10.896416 475.0 2.000376 true
<e> null grassObject grassObjAtlas 25.0 8.952079 475.0 1.8715355 true
<e> null grassObject grassObjAtlas 25.0 8.952079 475.0 1.8715355 true
<e> null grassObject grassObjAtlas 30.0 6.52093 475.0 2.4433832 true
<e> null grassObject grassObjAtlas 30.0 6.52093 475.0 2.4433832 true
<e> null grassObject grassObjAtlas 35.0 4.7066474 475.0 1.553911 true
<e> null grassObject grassObjAtlas 35.0 4.7066474 475.0 1.553911 true
<e> null grassObject grassObjAtlas 40.0 3.198453 475.0 1.5707831 true
<e> null grassObject grassObjAtlas 40.0 3.198453 475.0 1.5707831 true
<e> null grassObject grassObjAtlas 45.0 1.9336112 475.0 2.562645 true
<e> null grassObject grassObjAtlas 45.0 1.9336112 475.0 2.562645 true
<e> null grassObject grassObjAtlas 50.0 -0.314735 475.0 1.9368882 true
<e> null grassObject grassObjAtlas 50.0 -0.314735 475.0 1.9368882 true
<e> null grassObject grassObjAtlas 55.0 -2.6789384 475.0 1.0105432 true
<e> null grassObject grassObjAtlas 55.0 -2.6789384 475.0 1.0105432 true
<e> null grassObject grassObjAtlas 60.0 -5.3342686 475.0 2.1288176 true
<e> null grassObject grassObjAtlas 60.0 -5.3342686 475.0 2.1288176 true
<e> null grassObject grassObjAtlas 65.0 -7.1542034 475.0 1.6378407 true
<e> null grassObject grassObjAtlas 65.0 -7.1542034 475.0 1.6378407 true
<e> null grassObject grassObjAtlas 70.0 -8.053663 475.0 1.4986191 true
<e> null grassObject grassObjAtlas 70.0 -8.053663 475.0 1.4986191 true
<e> null grassObject grassObjAtlas 75.0 -9.02826 475.0 1.4005573 true
<e> null grassObject grassObjAtlas 75.0 -9.02826 475.0 1.4005573 true
<e> null grassObject grassObjAtlas 80.0 -9.430754 475.0 1.5773913 true
<e> null grassObject grassObjAtlas 80.0 -9.430754 475.0 1.5773913 true
<e> null grassObject grassObjAtlas 85.0 -10.565012 475.0 1.2685974 true
<e> null grassObject grassObjAtlas 85.0 -10.565012 475.0 1.2685974 true
<e> null grassObject grassObjAtlas 90.0 -11.44676 475.0 2.651033 true
<e> null grassObject grassObjAtlas 90.0 -11.44676 475.0 2.651033 true
<e> null grassObject grassObjAtlas 95.0 -12.363841 475.0 1.4576972 true
<e> null grassObject grassObjAtlas 95.0 -12.363841 475.0 1.4576972 true
<e> null grassObject grassObjAtlas 100.0 -12.003873 475.0 2.720614 true
<e> null grassObject grassObjAtlas 100.0 -12.003873 475.0 2.720614 true
<e> null grassObject grassObjAtlas 105.0 -10.60276 475.0 2.3598485 true
<e> null grassObject grassObjAtlas 105.0 -10.60276 475.0 2.3598485 true
<e> null grassObject grassObjAtlas 110.0 -9.519735 475.0 1.0960578 true
<e> null grassObject grassObjAtlas 110.0 -9.519735 475.0 1.0960578 true
<e> null grassObject grassObjAtlas 115.0 -8.621242 475.0 2.9364777 true
<e> null grassObject grassObjAtlas 115.0 -8.621242 475.0 2.9364777 true
<e> null grassObject grassObjAtlas 120.0 -9.146136 475.0 1.4162071 true
<e> null grassObject grassObjAtlas 120.0 -9.146136 475.0 1.4162071 true
<e> null grassObject grassObjAtlas 125.0 -8.706712 475.0 1.1118546 true
<e> null grassObject grassObjAtlas 125.0 -8.706712 475.0 1.1118546 true
<e> null grassObject grassObjAtlas 130.0 -9.482605 475.0 1.4689806 true
<e> null grassObject grassObjAtlas 130.0 -9.482605 475.0 1.4689806 true
<e> null grassObject grassObjAtlas 135.0 -10.568853 475.0 2.0966692 true
<e> null grassObject grassObjAtlas 135.0 -10.568853 475.0 2.0966692 true
<e> null grassObject grassObjAtlas 140.0 -10.389256 475.0 2.101046 true
<e> null grassObject grassObjAtlas 140.0 -10.389256 475.0 2.101046 true
<e> null grassObject grassObjAtlas 145.0 -8.4968 475.0 2.9604 true
<e> null grassObject grassObjAtlas 145.0 -8.4968 475.0 2.9604 true
<e> null grassObject grassObjAtlas 150.0 -6.877879 475.0 1.337315 true
<e> null grassObject grassObjAtlas 150.0 -6.877879 475.0 1.337315 true
<e> null grassObject grassObjAtlas 155.0 -6.488028 475.0 1.0641866 true
<e> null grassObject grassObjAtlas 155.0 -6.488028 475.0 1.0641866 true
<e> null grassObject grassObjAtlas 160.0 -6.478915 475.0 1.9379313 true
<e> null grassObject grassObjAtlas 160.0 -6.478915 475.0 1.9379313 true
<e> null grassObject grassObjAtlas 165.0 -6.3921366 475.0 2.1028981 true
<e> null grassObject grassObjAtlas 165.0 -6.3921366 475.0 2.1028981 true
<e> null grassObject grassObjAtlas 170.0 -7.1122217 475.0 1.6468623 true
<e> null grassObject grassObjAtlas 170.0 -7.1122217 475.0 1.6468623 true
<e> null grassObject grassObjAtlas 175.0 -8.91736 475.0 2.9566302 true
<e> null grassObject grassObjAtlas 175.0 -8.91736 475.0 2.9566302 true
<e> null grassObject grassObjAtlas 180.0 -10.850107 475.0 1.7555332 true
<e> null grassObject grassObjAtlas 180.0 -10.850107 475.0 1.7555332 true
<e> null grassObject grassObjAtlas 185.0 -12.775521 475.0 2.8199391 true
<e> null grassObject grassObjAtlas 185.0 -12.775521 475.0 2.8199391 true
<e> null grassObject grassObjAtlas 190.0 -14.637427 475.0 2.0222507 true
<e> null grassObject grassObjAtlas 190.0 -14.637427 475.0 2.0222507 true
<e> null grassObject grassObjAtlas 195.0 -16.248419 475.0 2.1949248 true
<e> null grassObject grassObjAtlas 195.0 -16.248419 475.0 2.1949248 true
<e> null grassObject grassObjAtlas 200.0 -16.64573 475.0 1.9397659 true
<e> null grassObject grassObjAtlas 200.0 -16.64573 475.0 1.9397659 true
<e> null grassObject grassObjAtlas 205.0 -16.006351 475.0 2.3662686 true
<e> null grassObject grassObjAtlas 205.0 -16.006351 475.0 2.3662686 true
<e> null grassObject grassObjAtlas 210.0 -15.445612 475.0 2.596818 true
<e> null grassObject grassObjAtlas 210.0 -15.445612 475.0 2.596818 true
<e> null grassObject grassObjAtlas 215.0 -15.180973 475.0 1.5182059 true
<e> null grassObject grassObjAtlas 215.0 -15.180973 475.0 1.5182059 true
<e> null grassObject grassObjAtlas 220.0 -15.599334 475.0 2.4836888 true
<e> null grassObject grassObjAtlas 220.0 -15.599334 475.0 2.4836888 true
<e> null grassObject grassObjAtlas 225.0 -16.464167 475.0 2.3321328 true
<e> null grassObject grassObjAtlas 225.0 -16.464167 475.0 2.3321328 true
<e> null grassObject grassObjAtlas 230.0 -17.063457 475.0 1.3767849 true
<e> null grassObject grassObjAtlas 230.0 -17.063457 475.0 1.3767849 true
<e> null grassObject grassObjAtlas 235.0 -17.793257 475.0 1.8773105 true
<e> null grassObject grassObjAtlas 235.0 -17.793257 475.0 1.8773105 true
<e> null grassObject grassObjAtlas 240.0 -17.966194 475.0 2.5143542 true
<e> null grassObject grassObjAtlas 240.0 -17.966194 475.0 2.5143542 true
<e> null grassObject grassObjAtlas 245.0 -18.13131 475.0 2.0653887 true
<e> null grassObject grassObjAtlas 245.0 -18.13131 475.0 2.0653887 true
<e> null grassObject grassObjAtlas 250.0 -17.593382 475.0 1.5372365 true
<e> null grassObject grassObjAtlas 250.0 -17.593382 475.0 1.5372365 true
<e> null grassObject grassObjAtlas 255.0 -17.23912 475.0 2.6029282 true
<e> null grassObject grassObjAtlas 255.0 -17.23912 475.0 2.6029282 true
<e> null grassObject grassObjAtlas 260.0 -17.730988 475.0 1.7888477 true
<e> null grassObject grassObjAtlas 260.0 -17.730988 475.0 1.7888477 true
<e> null grassObject grassObjAtlas 265.0 -17.69785 475.0 1.9967215 true
<e> null grassObject grassObjAtlas 265.0 -17.69785 475.0 1.9967215 true
<e> null grassObject grassObjAtlas 270.0 -17.518621 475.0 2.5025153 true
<e> null grassObject grassObjAtlas 270.0 -17.518621 475.0 2.5025153 true
<e> null grassObject grassObjAtlas 275.0 -18.041843 475.0 1.0276709 true
<e> null grassObject grassObjAtlas 275.0 -18.041843 475.0 1.0276709 true
<e> null grassObject grassObjAtlas 280.0 -18.624115 475.0 2.888101 true
<e> null grassObject grassObjAtlas 280.0 -18.624115 475.0 2.888101 true
<e> null grassObject grassObjAtlas 285.0 -19.030565 475.0 2.5247707 true
<e> null grassObject grassObjAtlas 285.0 -19.030565 475.0 2.5247707 true
<e> null grassObject grassObjAtlas 290.0 -18.627247 475.0 2.1812031 true
<e> null grassObject grassObjAtlas 290.0 -18.627247 475.0 2.1812031 true
<e> null grassObject grassObjAtlas 295.0 -18.566072 475.0 1.0870286 true
<e> null grassObject grassObjAtlas 295.0 -18.566072 475.0 1.0870286 true
<e> null grassObject grassObjAtlas 300.0 -18.22358 475.0 2.135881 true
<e> null grassObject grassObjAtlas 300.0 -18.22358 475.0 2.135881 true
<e> null grassObject grassObjAtlas 305.0 -18.18248 475.0 1.4949162 true
<e> null grassObject grassObjAtlas 305.0 -18.18248 475.0 1.4949162 true
<e> null grassObject grassObjAtlas 310.0 -18.626032 475.0 1.3059478 true
<e> null grassObject grassObjAtlas 310.0 -18.626032 475.0 1.3059478 true
<e> null grassObject grassObjAtlas 315.0 -18.671305 475.0 1.3323734 true
<e> null grassObject grassObjAtlas 315.0 -18.671305 475.0 1.3323734 true
<e> null grassObject grassObjAtlas 320.0 -19.196888 475.0 1.6316845 true
<e> null grassObject grassObjAtlas 320.0 -19.196888 475.0 1.6316845 true
<e> null grassObject grassObjAtlas 325.0 -18.920727 475.0 2.2449293 true
<e> null grassObject grassObjAtlas 325.0 -18.920727 475.0 2.2449293 true
<e> null grassObject grassObjAtlas 330.0 -19.664282 475.0 2.4709692 true
<e> null grassObject grassObjAtlas 330.0 -19.664282 475.0 2.4709692 true
<e> null grassObject grassObjAtlas 335.0 -21.383732 475.0 2.2598846 true
<e> null grassObject grassObjAtlas 335.0 -21.383732 475.0 2.2598846 true
<e> null grassObject grassObjAtlas 340.0 -24.17638 475.0 2.2101085 true
<e> null grassObject grassObjAtlas 340.0 -24.17638 475.0 2.2101085 true
<e> null grassObject grassObjAtlas 345.0 -26.487482 475.0 2.6926498 true
<e> null grassObject grassObjAtlas 345.0 -26.487482 475.0 2.6926498 true
<e> null grassObject grassObjAtlas 350.0 -27.532654 475.0 2.1651568 true
<e> null grassObject grassObjAtlas 350.0 -27.532654 475.0 2.1651568 true
<e> null grassObject grassObjAtlas 355.0 -28.40546 475.0 2.8924656 true
<e> null grassObject grassObjAtlas 355.0 -28.40546 475.0 2.8924656 true
<e> null grassObject grassObjAtlas 360.0 -29.518059 475.0 1.6255729 true
<e> null grassObject grassObjAtlas 360.0 -29.518059 475.0 1.6255729 true
<e> null grassObject grassObjAtlas 365.0 -30.536167 475.0 2.0053005 true
<e> null grassObject grassObjAtlas 365.0 -30.536167 475.0 2.0053005 true
<e> null grassObject grassObjAtlas 370.0 -30.78469 475.0 1.8662524 true
<e> null grassObject grassObjAtlas 370.0 -30.78469 475.0 1.8662524 true
<e> null grassObject grassObjAtlas 375.0 -31.615303 475.0 1.1474307 true
<e> null grassObject grassObjAtlas 375.0 -31.615303 475.0 1.1474307 true
<e> null grassObject grassObjAtlas 380.0 -32.20444 475.0 1.8101244 true
<e> null grassObject grassObjAtlas 380.0 -32.20444 475.0 1.8101244 true
<e> null grassObject grassObjAtlas 385.0 -32.969208 475.0 1.0169985 true
<e> null grassObject grassObjAtlas 385.0 -32.969208 475.0 1.0169985 true
<e> null grassObject grassObjAtlas 390.0 -31.994642 475.0 2.091681 true
<e> null grassObject grassObjAtlas 390.0 -31.994642 475.0 2.091681 true
<e> null grassObject grassObjAtlas 395.0 -30.212574 475.0 1.6809373 true
<e> null grassObject grassObjAtlas 395.0 -30.212574 475.0 1.6809373 true
<e> null grassObject grassObjAtlas 400.0 -28.100521 475.0 1.6633595 true
<e> null grassObject grassObjAtlas 400.0 -28.100521 475.0 1.6633595 true
<e> null grassObject grassObjAtlas 405.0 -26.044888 475.0 1.750492 true
<e> null grassObject grassObjAtlas 405.0 -26.044888 475.0 1.750492 true
<e> null grassObject grassObjAtlas 410.0 -24.86143 475.0 1.1941844 true
<e> null grassObject grassObjAtlas 410.0 -24.86143 475.0 1.1941844 true
<e> null grassObject grassObjAtlas 415.0 -23.77367 475.0 2.6208496 true
<e> null grassObject grassObjAtlas 415.0 -23.77367 475.0 2.6208496 true
<e> null grassObject grassObjAtlas 420.0 -22.91051 475.0 1.5073435 true
<e> null grassObject grassObjAtlas 420.0 -22.91051 475.0 1.5073435 true
<e> null grassObject grassObjAtlas 425.0 -21.908443 475.0 2.151083 true
<e> null grassObject grassObjAtlas 425.0 -21.908443 475.0 2.151083 true
<e> null grassObject grassObjAtlas 430.0 -21.233398 475.0 2.6454742 true
<e> null grassObject grassObjAtlas 430.0 -21.233398 475.0 2.6454742 true
<e> null grassObject grassObjAtlas 435.0 -21.428062 475.0 2.8829162 true
<e> null grassObject grassObjAtlas 435.0 -21.428062 475.0 2.8829162 true
<e> null grassObject grassObjAtlas 440.0 -23.40483 475.0 2.0757267 true
<e> null grassObject grassObjAtlas 440.0 -23.40483 475.0 2.0757267 true
<e> null grassObject grassObjAtlas 445.0 -25.848728 475.0 2.4551673 true
<e> null grassObject grassObjAtlas 445.0 -25.848728 475.0 2.4551673 true
<e> null grassObject grassObjAtlas 450.0 -27.361542 475.0 2.5687156 true
<e> null grassObject grassObjAtlas 450.0 -27.361542 475.0 2.5687156 true
<e> null grassObject grassObjAtlas 455.0 -28.109703 475.0 2.6108522 true
<e> null grassObject grassObjAtlas 455.0 -28.109703 475.0 2.6108522 true
<e> null grassObject grassObjAtlas 460.0 -28.940567 475.0 2.7050862 true
<e> null grassObject grassObjAtlas 460.0 -28.940567 475.0 2.7050862 true
<e> null grassObject grassObjAtlas 465.0 -28.932716 475.0 1.4927663 true
<e> null grassObject grassObjAtlas 465.0 -28.932716 475.0 1.4927663 true
<e> null grassObject grassObjAtlas 470.0 -28.654121 475.0 1.3607175 true
<e> null grassObject grassObjAtlas 470.0 -28.654121 475.0 1.3607175 true
<e> null grassObject grassObjAtlas 475.0 -27.913319 475.0 2.6891136 true
<e> null grassObject grassObjAtlas 475.0 -27.913319 475.0 2.6891136 true
<e> null grassObject grassObjAtlas 480.0 -26.885197 475.0 2.257853 true
<e> null grassObject grassObjAtlas 480.0 -26.885197 475.0 2.257853 true
<e> null grassObject grassObjAtlas 485.0 -25.123152 475.0 2.6628814 true
<e> null grassObject grassObjAtlas 485.0 -25.123152 475.0 2.6628814 true
<e> null grassObject grassObjAtlas 490.0 -22.63481 475.0 1.3872907 true
<e> null grassObject grassObjAtlas 490.0 -22.63481 475.0 1.3872907 true
<e> null grassObject grassObjAtlas 495.0 -20.984314 475.0 1.2478635 true
<e> null grassObject grassObjAtlas 495.0 -20.984314 475.0 1.2478635 true
<e> null grassObject grassObjAtlas 500.0 -20.173317 475.0 2.2300098 true
<e> null grassObject grassObjAtlas 500.0 -20.173317 475.0 2.2300098 true
<e> null grassObject grassObjAtlas 505.0 -20.621677 475.0 2.322456 true
<e> null grassObject grassObjAtlas 505.0 -20.621677 475.0 2.322456 true
<e> null grassObject grassObjAtlas 510.0 -22.148952 475.0 2.9403114 true
<e> null grassObject grassObjAtlas 510.0 -22.148952 475.0 2.9403114 true
<e> null grassObject grassObjAtlas 515.0 -23.793724 475.0 1.6128252 true
<e> null grassObject grassObjAtlas 515.0 -23.793724 475.0 1.6128252 true
<e> null grassObject grassObjAtlas 520.0 -24.15825 475.0 2.4830737 true
<e> null grassObject grassObjAtlas 520.0 -24.15825 475.0 2.4830737 true
<e> null grassObject grassObjAtlas 525.0 -23.181866 475.0 1.8941793 true
<e> null grassObject grassObjAtlas 525.0 -23.181866 475.0 1.8941793 true
<e> null grassObject grassObjAtlas 530.0 -22.329979 475.0 2.912607 true
<e> null grassObject grassObjAtlas 530.0 -22.329979 475.0 2.912607 true
<e> null grassObject grassObjAtlas 535.0 -21.722311 475.0 1.2484214 true
<e> null grassObject grassObjAtlas 535.0 -21.722311 475.0 1.2484214 true
<e> null grassObject grassObjAtlas 540.0 -20.822323 475.0 2.088704 true
<e> null grassObject grassObjAtlas 540.0 -20.822323 475.0 2.088704 true
<e> null grassObject grassObjAtlas 545.0 -21.624798 475.0 1.1253258 true
<e> null grassObject grassObjAtlas 545.0 -21.624798 475.0 1.1253258 true
<e> null grassObject grassObjAtlas 550.0 -22.372345 475.0 2.9768546 true
<e> null grassObject grassObjAtlas 550.0 -22.372345 475.0 2.9768546 true
<e> null grassObject grassObjAtlas 555.0 -22.337399 475.0 2.9008083 true
<e> null grassObject grassObjAtlas 555.0 -22.337399 475.0 2.9008083 true
<e> null grassObject grassObjAtlas 560.0 -20.997541 475.0 2.8856108 true
<e> null grassObject grassObjAtlas 560.0 -20.997541 475.0 2.8856108 true
<e> null grassObject grassObjAtlas 565.0 -21.925587 475.0 1.6192689 true
<e> null grassObject grassObjAtlas 565.0 -21.925587 475.0 1.6192689 true
<e> null grassObject grassObjAtlas 570.0 -23.804893 475.0 2.4472687 true
<e> null grassObject grassObjAtlas 570.0 -23.804893 475.0 2.4472687 true
<e> null grassObject grassObjAtlas 575.0 -26.37041 475.0 1.3681061 true
<e> null grassObject grassObjAtlas 575.0 -26.37041 475.0 1.3681061 true
<e> null grassObject grassObjAtlas 580.0 -27.854935 475.0 1.5222565 true
<e> null grassObject grassObjAtlas 580.0 -27.854935 475.0 1.5222565 true
<e> null grassObject grassObjAtlas 585.0 -30.146408 475.0 1.013269 true
<e> null grassObject grassObjAtlas 585.0 -30.146408 475.0 1.013269 true
<e> null grassObject grassObjAtlas 590.0 -31.408802 475.0 1.4579251 true
<e> null grassObject grassObjAtlas 590.0 -31.408802 475.0 1.4579251 true
<e> null grassObject grassObjAtlas 595.0 -32.29551 475.0 2.108341 true
<e> null grassObject grassObjAtlas 595.0 -32.29551 475.0 2.108341 true
<e> null grassObject grassObjAtlas 600.0 -31.801212 475.0 2.9951816 true
<e> null grassObject grassObjAtlas 600.0 -31.801212 475.0 2.9951816 true
<e> null grassObject grassObjAtlas 605.0 -31.165913 475.0 2.9905825 true
<e> null grassObject grassObjAtlas 605.0 -31.165913 475.0 2.9905825 true
<e> null grassObject grassObjAtlas 610.0 -29.007156 475.0 2.609149 true
<e> null grassObject grassObjAtlas 610.0 -29.007156 475.0 2.609149 true
<e> null grassObject grassObjAtlas 615.0 -27.127052 475.0 1.2413089 true
<e> null grassObject grassObjAtlas 615.0 -27.127052 475.0 1.2413089 true
<e> null grassObject grassObjAtlas 620.0 -25.961365 475.0 2.9916077 true
